0.0090027,-0.0027466,-0.0061041,-0.0024414,-0.013428,-0.0088501,0.0010674,0.015564,-0.011292,0.00045776,0.0068665,-0.014038,0.018616,-0.02243,0.00061035,-0.0090027,0.018463,-0.011292,-0.018768,-0.0065613,-0.020752,-0.018768,-0.020752,-0.0086975,-0.012054,-0.0099182,-0.010071,-0.0088501,-0.0045776,-0.0053406,-0.019379,-0.0050354,-0.023651,-0.013733,-0.017548,-0.012207,0.019073,0.0064087,0.0028992,-0.0074768,-0.0068665,-0.002594
0.010223,-0.0067139,0.0018315,-0.0065613,-0.0041199,-0.010528,-0.010834,0.014648,-0.013885,-0.00076294,0.0088501,-0.011749,0.012512,-0.018311,0.011139,-0.0061035,0.02121,-0.013275,-0.023651,0.0028992,-0.023193,-0.007019,-0.017242,-0.0073242,-0.0064087,-0.0090027,-0.014343,-0.0042725,0.0018311,-0.007019,-0.012817,-0.015259,-0.021057,-0.01297,-0.0061035,-0.0094604,0.012665,0.015106,-0.0038147,-0.007019,-0.0086975,-0.012817
0.012207,-0.0048828,0.0080865,-0.0080872,0.007019,-0.014038,-0.015259,0.010681,-0.0082397,-0.0064087,0.010529,-0.010071,0.0035095,-0.016022,0.010834,-0.0057983,0.018005,-0.01236,-0.019379,0.0097656,-0.015259,-0.0080872,-0.016632,-0.0088501,-0.0082397,-0.0071716,-0.012207,0,0.0074768,-0.007019,-0.011749,-0.023041,-0.017548,-0.017242,0.0035095,-0.0086975,0.0073242,0.013885,-0.0097656,-0.0074768,-0.0093079,-0.011597
0.011292,-0.005188,0.0085453,-0.014343,0.011749,-0.0099183,-0.01648,-0.0036621,-0.0074768,-0.014343,0.00030518,-0.00091553,-0.01236,-0.0038147,0.012512,-0.0082397,0.014648,-0.0082397,-0.017548,0.013428,-0.010223,-0.011292,-0.014343,-0.0056458,-0.011444,-0.0021362,-0.0094604,-0.005188,0.015259,-0.0030518,-0.012817,-0.021973,-0.013275,-0.015259,0.012665,-0.0053406,-0.0056458,0.007019,-0.0083923,-0.0039673,-0.004425,-0.0024414
0.00030518,-0.005188,0.00091519,-0.020599,0.012512,-0.010528,-0.014191,-0.013733,-0.0054932,-0.021362,-0.0083923,0.010986,-0.016022,0.0041199,0.016022,-0.0050354,0.0088501,-0.0018311,-0.0082397,0.01709,-0.0035095,-0.01236,-0.0099182,-0.0057983,-0.016479,0.0061035,-0.010223,-0.010376,0.014496,-0.010376,-0.018311,-0.02182,-0.0056458,-0.012512,0.018311,-0.0085449,-0.022125,-0.0030518,-0.0076294,-0.0061035,0.0093079,-0.010071
-0.011139,-0.0073242,-0.0083927,-0.018768,0.016174,-0.0061037,-0.018463,-0.016937,0.0050354,-0.018768,-0.0068665,0.0082397,-0.014191,0.012054,0.0059509,-0.0036621,0.0085449,0.005188,-0.0079346,0.014343,0.0080872,-0.011597,0.0013733,-0.0053406,-0.019226,0.0086975,-0.0065613,-0.01297,0.012054,-0.012207,-0.014496,-0.018005,-0.010223,-0.010529,0.016937,0.0091553,-0.025024,-0.0071716,-0.0085449,-0.0050354,0.014343,-0.012665
-0.015564,-0.0059509,-0.0082393,-0.018921,0.0093079,0.0065616,-0.020447,-0.016937,0.0083923,-0.025024,-0.0057983,0.0021362,-0.014648,0.015869,-0.0091553,-0.0027466,0.0088501,0.010071,-0.010223,0.0045776,0.012665,-0.009613,0.011749,-0.004425,-0.018158,0.0047302,-0.00015259,-0.016174,0.0024414,-0.017395,-0.012054,-0.014648,-0.013275,-0.0059509,0.0015259,0.014343,-0.025024,-0.010681,-0.011902,-0.014496,0.014038,-0.012512
-0.016174,-0.0048828,-0.0053412,-0.018768,-0.004425,0.0070183,-0.016022,-0.014343,0.0042725,-0.019531,-0.0064087,-0.005188,-0.021667,0.015411,-0.018158,-0.0030518,0.016632,0.0091553,-0.010986,-0.012512,0.019073,-0.0097656,0.016479,-0.01358,-0.019836,-0.0027466,-0.0030518,-0.022125,-0.010376,-0.019684,-0.0062561,-0.007019,-0.020599,-0.0091553,-0.0088501,0.007782,-0.0177,-0.014343,-0.020599,-0.020447,0.0094604,-0.009613
-0.014648,-0.0076294,-0.0077819,-0.016937,-0.014648,0.0053402,-0.008697,-0.021362,-0.0042725,-0.018768,-0.010681,-0.0059509,-0.019836,0.01358,-0.01709,-0.0074768,0.010071,-0.0047302,-0.014648,-0.017395,0.018005,-0.0074768,0.017395,-0.020142,-0.016632,-0.0091553,-0.0074768,-0.021362,-0.016327,-0.018158,-0.00076294,0.0045776,-0.016174,-0.019531,-0.039368,-0.018005,-0.027313,-0.015869,-0.029297,-0.023651,-0.0048828,-0.0082397
-0.019684,-0.014496,-0.0090022,-0.0080872,-0.014343,-0.0025941,-0.0045771,-0.021362,-0.0042725,-0.0099182,-0.0076294,-0.0035095,-0.017395,-0.0016785,-0.015259,-0.010986,0.0036621,-0.0059509,-0.0093079,-0.019226,0.010986,-0.00045776,0.013733,-0.02182,-0.010529,-0.0067139,-0.01297,-0.015717,-0.015411,-0.023956,0.0076294,0.010986,-0.010834,-0.016327,-0.056915,-0.049286,-0.022888,-0.016174,-0.034943,-0.028229,-0.015411,-0.0086975
