-0.027161,-0.023956,-0.026245,-0.039062,-0.031128,-0.021973,-0.022278,-0.026855,-0.023346,-0.026245,-0.027924,-0.018005,-0.032959,-0.021057,-0.024109,-0.026245,-0.0177,-0.023499,-0.023804,-0.023651,-0.025024,-0.025482,-0.022736,-0.023499,-0.028534,-0.024567,-0.033112,-0.020599,-0.026398,-0.033722,-0.021515,-0.02655,-0.040131,-0.021667,-0.02533,-0.033112,-0.040131,-0.037689,-0.026703,-0.020447,-0.030212,-0.031586
-0.034027,-0.029755,-0.019379,-0.027313,-0.020599,-0.029907,-0.022888,-0.028839,-0.02594,-0.025024,-0.036926,-0.030518,-0.028687,-0.028381,-0.028076,-0.021362,-0.029297,-0.019836,-0.020752,-0.024109,-0.020447,-0.018616,-0.024109,-0.022583,-0.029755,-0.021057,-0.029449,-0.027313,-0.019989,-0.025482,-0.030823,-0.025482,-0.0354,-0.029907,-0.025482,-0.021057,-0.033112,-0.029602,-0.027618,-0.035706,-0.026093,-0.023041
-0.026398,-0.022125,-0.025787,-0.032806,-0.031281,-0.018005,-0.023651,-0.026245,-0.017548,-0.026093,-0.029297,-0.020752,-0.030365,-0.019684,-0.019684,-0.031128,-0.016327,-0.02533,-0.030823,-0.025635,-0.025177,-0.018005,-0.029602,-0.013885,-0.018768,-0.020142,-0.019226,-0.025024,-0.025024,-0.031738,-0.019989,-0.018005,-0.030823,-0.024261,-0.039978,-0.029297,-0.039062,-0.027771,-0.020599,-0.026093,-0.039368,-0.031281
-0.028839,-0.029907,-0.017853,-0.02121,-0.026093,-0.028381,-0.024872,-0.030365,-0.035095,-0.030975,-0.033417,-0.032501,-0.041199,-0.023804,-0.025787,-0.020752,-0.027161,-0.024261,-0.028687,-0.024719,-0.017242,-0.03006,-0.021973,-0.029755,-0.031128,-0.027008,-0.023041,-0.018311,-0.024872,-0.029755,-0.02594,-0.024567,-0.033569,-0.020905,-0.030212,-0.032043,-0.025024,-0.037079,-0.02182,-0.026398,-0.034485,-0.029144
-0.021973,-0.025024,-0.018158,-0.023346,-0.0177,-0.027008,-0.032196,-0.031433,-0.021667,-0.024719,-0.030975,-0.02594,-0.021057,-0.025482,-0.019073,-0.029907,-0.028076,-0.018768,-0.036316,-0.03006,-0.028687,-0.021362,-0.02243,-0.018005,-0.02594,-0.020752,-0.024261,-0.02243,-0.020294,-0.018158,-0.022278,-0.0177,-0.014801,-0.018463,-0.041809,-0.023804,-0.031891,-0.021057,-0.020142,-0.032196,-0.030823,-0.030518
-0.021515,-0.023193,-0.023804,-0.026245,-0.028076,-0.022125,-0.021667,-0.039062,-0.036011,-0.032654,-0.027466,-0.032501,-0.028381,-0.019989,-0.018921,-0.026398,-0.010986,-0.033417,-0.030365,-0.024414,-0.020599,-0.019531,-0.02533,-0.027008,-0.0177,-0.024872,-0.020447,-0.020599,-0.028687,-0.027924,-0.020752,-0.018921,-0.028076,-0.013123,-0.026855,-0.031586,-0.016785,-0.026703,-0.022888,-0.019684,-0.029297,-0.036469
-0.031738,-0.026855,-0.023499,-0.021667,-0.021057,-0.030975,-0.036469,-0.028839,-0.026245,-0.028229,-0.027618,-0.030823,-0.017853,-0.028992,-0.027771,-0.026855,-0.027008,-0.024261,-0.030518,-0.028534,-0.032043,-0.023804,-0.021667,-0.024872,-0.028076,-0.017395,-0.025635,-0.027466,-0.019989,-0.023346,-0.029907,-0.025787,-0.019684,-0.024261,-0.036163,-0.024414,-0.016174,-0.026093,-0.032043,-0.027924,-0.017548,-0.02243
-0.019684,-0.023956,-0.030823,-0.029144,-0.02243,-0.02121,-0.028381,-0.029755,-0.037842,-0.03479,-0.019531,-0.014191,-0.019073,-0.020752,-0.022278,-0.028687,-0.016327,-0.024414,-0.023651,-0.020294,-0.034485,-0.024109,-0.024872,-0.02243,-0.022888,-0.029602,-0.019531,-0.030518,-0.028381,-0.019989,-0.017853,-0.018768,-0.024872,-0.016785,-0.02655,-0.017853,-0.019989,-0.017548,-0.025482,-0.016632,-0.029297,-0.023804
-0.021362,-0.03479,-0.028839,-0.028381,-0.028687,-0.030823,-0.037231,-0.022583,-0.020905,-0.022888,-0.025787,-0.027924,-0.02655,-0.03067,-0.030975,-0.025024,-0.022888,-0.025177,-0.020752,-0.033875,-0.029907,-0.024109,-0.02121,-0.030823,-0.019684,-0.028687,-0.018616,-0.02655,-0.027313,-0.029449,-0.036011,-0.018005,-0.030212,-0.020905,-0.01709,-0.027924,-0.019989,-0.028687,-0.031738,-0.023346,-0.021515,-0.014496
-0.028992,-0.026855,-0.030823,-0.021667,-0.023041,-0.021667,-0.021515,-0.014343,-0.026093,-0.023956,-0.025482,-0.017548,-0.020752,-0.025787,-0.025177,-0.034027,-0.02655,-0.024414,-0.024414,-0.023499,-0.037689,-0.029755,-0.023346,-0.024109,-0.030365,-0.025482,-0.028687,-0.041809,-0.027313,-0.02594,-0.033264,-0.022736,-0.01709,-0.035858,-0.028229,-0.023499,-0.025024,-0.021515,-0.028381,-0.033417,-0.017242,-0.020447
